crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Rice,2018,Kharif     ,Jharkhand,1527103.0,2894101,247696106.6,534486.05,1.817916667,23.57,1221.23,59.06,68,22,30,6.1
Safflower,2018,Rabi       ,Jharkhand,775.0,454,125705.0,271.25,0.60625,23.57,1221.23,59.06,68,22,30,6.1
Sesamum,2018,Kharif     ,Jharkhand,14634.0,5128,2373634.8,5121.9,0.366818182,23.57,1221.23,59.06,68,22,30,6.1
Soyabean,2018,Kharif     ,Jharkhand,6099.0,4557,989257.8,2134.65,0.76,23.57,1221.23,59.06,68,22,30,6.1
Sunflower,2018,Kharif     ,Jharkhand,358.0,198,58067.6,125.3,0.62625,23.57,1221.23,59.06,68,22,30,6.1
Sunflower,2018,Rabi       ,Jharkhand,705.0,325,114351.0,246.75,0.674285714,23.57,1221.23,59.06,68,22,30,6.1
Urad,2018,Kharif     ,Jharkhand,128669.0,108197,20870111.8,45034.15,0.77125,23.57,1221.23,59.06,68,22,30,6.1
Wheat,2018,Rabi       ,Jharkhand,163847.0,302559,26575983.4,57346.45,1.921666667,23.57,1221.23,59.06,68,22,30,6.1
Arhar/Tur,2018,Kharif     ,Madhya Pradesh,212755.0,179987,34508861.0,74464.25,0.758431373,25.6,1044.75,48.93,70,40,20,7.4
Bajra,2018,Kharif     ,Madhya Pradesh,327080.0,628340,53052376.0,114478.0,1.517916667,25.6,1044.75,48.93,70,40,20,7.4
Banana,2018,Whole Year ,Madhya Pradesh,26541.39,1853026,4305013.458,9289.4865,48.04833333,25.6,1044.75,48.93,70,40,20,7.4
Barley,2018,Kharif     ,Madhya Pradesh,28978.0,57407,4700231.6,10142.3,2.018611111,25.6,1044.75,48.93,70,40,20,7.4
Castor seed,2018,Kharif     ,Madhya Pradesh,1403.0,524,227566.6,491.05,0.237777778,25.6,1044.75,48.93,70,40,20,7.4
Coriander,2018,Whole Year ,Madhya Pradesh,279980.0,378236,45412756.0,97993.0,1.6896,25.6,1044.75,48.93,70,40,20,7.4
Cotton(lint),2018,Kharif     ,Madhya Pradesh,454869.0,879215,73779751.8,159204.15,1.405,25.6,1044.75,48.93,70,40,20,7.4
Dry chillies,2018,Whole Year ,Madhya Pradesh,87838.93,217551,14247474.45,30743.6255,2.919069767,25.6,1044.75,48.93,70,40,20,7.4
Garlic,2018,Whole Year ,Madhya Pradesh,178156.61,1807956,28897002.14,62354.8135,10.2886,25.6,1044.75,48.93,70,40,20,7.4
Ginger,2018,Whole Year ,Madhya Pradesh,24963.81,414281,4049129.982,8737.3335,16.105,25.6,1044.75,48.93,70,40,20,7.4
Gram,2018,Rabi       ,Madhya Pradesh,3103330.0,3997699,503360126.0,1086165.5,1.403137255,25.6,1044.75,48.93,70,40,20,7.4
Groundnut,2018,Kharif     ,Madhya Pradesh,215697.0,398873,34986053.4,75493.95,1.47625,25.6,1044.75,48.93,70,40,20,7.4
Horse-gram,2018,Kharif     ,Madhya Pradesh,1852.0,699,300394.4,648.2,0.216666667,25.6,1044.75,48.93,70,40,20,7.4
Jowar,2018,Kharif     ,Madhya Pradesh,74655.0,163418,12109041.0,26129.25,1.665490196,25.6,1044.75,48.93,70,40,20,7.4
Jute,2018,Kharif     ,Madhya Pradesh,409.0,195,66339.8,143.15,0.367575758,25.6,1044.75,48.93,70,40,20,7.4
Linseed,2018,Rabi       ,Madhya Pradesh,37745.0,26876,6122239.0,13210.75,0.812325581,25.6,1044.75,48.93,70,40,20,7.4
Maize,2018,Kharif     ,Madhya Pradesh,1256645.0,4090669,203827819.0,439825.75,2.330588235,25.6,1044.75,48.93,70,40,20,7.4
Masoor,2018,Rabi       ,Madhya Pradesh,420593.0,329311,68220184.6,147207.55,0.677083333,25.6,1044.75,48.93,70,40,20,7.4
Mesta,2018,Kharif     ,Madhya Pradesh,29.0,9,4703.8,10.15,0.355714286,25.6,1044.75,48.93,70,40,20,7.4
Moong(Green Gram),2018,Kharif     ,Madhya Pradesh,95295.0,38283,15456849.0,33353.25,0.43627451,25.6,1044.75,48.93,70,40,20,7.4
Moong(Green Gram),2018,Summer     ,Madhya Pradesh,406.0,118,65853.2,142.1,0.255925926,25.6,1044.75,48.93,70,40,20,7.4
Niger seed,2018,Kharif     ,Madhya Pradesh,17681.0,5323,2867858.2,6188.35,0.248648649,25.6,1044.75,48.93,70,40,20,7.4
Onion,2018,Whole Year ,Madhya Pradesh,149843.45,3683098,24304607.59,52445.2075,23.08392157,25.6,1044.75,48.93,70,40,20,7.4
Other  Rabi pulses,2018,Rabi       ,Madhya Pradesh,21572.0,16587,3498978.4,7550.2,0.715454545,25.6,1044.75,48.93,70,40,20,7.4
Peas & beans (Pulses),2018,Rabi       ,Madhya Pradesh,64696.0,50205,10493691.2,22643.6,0.7708,25.6,1044.75,48.93,70,40,20,7.4
Potato,2018,Whole Year ,Madhya Pradesh,145736.5,3309669,23638460.3,51007.775,21.3004,25.6,1044.75,48.93,70,40,20,7.4
Rapeseed &Mustard,2018,Rabi       ,Madhya Pradesh,707437.0,1040754,114746281.4,247602.95,0.7016,25.6,1044.75,48.93,70,40,20,7.4
Rice,2018,Kharif     ,Madhya Pradesh,2794020.0,5238850,453190044.0,977907.0,1.444901961,25.6,1044.75,48.93,70,40,20,7.4
Safflower,2018,Rabi       ,Madhya Pradesh,13.0,4,2108.6,4.55,0.263333333,25.6,1044.75,48.93,70,40,20,7.4
Sesamum,2018,Whole Year ,Madhya Pradesh,247793.0,138545,40192024.6,86727.55,0.559411765,25.6,1044.75,48.93,70,40,20,7.4
Small millets,2018,Kharif     ,Madhya Pradesh,82094.0,57059,13315646.8,28732.9,0.555555556,25.6,1044.75,48.93,70,40,20,7.4
Soyabean,2018,Kharif     ,Madhya Pradesh,5418888.0,5809838,878943633.6,1896610.8,0.9452,25.6,1044.75,48.93,70,40,20,7.4
Sugarcane,2018,Whole Year ,Madhya Pradesh,107902.0,5276970,17501704.4,37765.7,35.49571429,25.6,1044.75,48.93,70,40,20,7.4
Sweet potato,2018,Whole Year ,Madhya Pradesh,5297.72,80333,859290.184,1854.202,17.05294118,25.6,1044.75,48.93,70,40,20,7.4
Turmeric,2018,Whole Year ,Madhya Pradesh,13665.88,238285,2216605.736,4783.058,19.05916667,25.6,1044.75,48.93,70,40,20,7.4
Urad,2018,Kharif     ,Madhya Pradesh,2436898.0,1132524,395264855.6,852914.3,0.448627451,25.6,1044.75,48.93,70,40,20,7.4
Urad,2018,Summer     ,Madhya Pradesh,4234.0,1948,686754.8,1481.9,0.303478261,25.6,1044.75,48.93,70,40,20,7.4
Wheat,2018,Rabi       ,Madhya Pradesh,7721549.0,25276038,1252435248.0,2702542.15,3.141764706,25.6,1044.75,48.93,70,40,20,7.4
Arhar/Tur,2018,Kharif     ,Maharashtra,1261309.0,834489,204584319.8,441458.15,0.568709677,26.93,2077.63,64.7,75,43,26,7.1
Bajra,2018,Kharif     ,Maharashtra,609587.4,332231,98875076.28,213355.59,0.408,26.93,2077.63,64.7,75,43,26,7.1
Castor seed,2018,Kharif     ,Maharashtra,12534.0,3649,2033014.8,4386.9,0.2745,26.93,2077.63,64.7,75,43,26,7.1
Cotton(lint),2018,Kharif     ,Maharashtra,4218738.0,6593117,684279303.6,1476558.3,1.536923077,26.93,2077.63,64.7,75,43,26,7.1
Gram,2018,Rabi       ,Maharashtra,1694220.0,1396800,274802484.0,592977.0,0.852903226,26.93,2077.63,64.7,75,43,26,7.1
Groundnut,2018,Kharif     ,Maharashtra,217336.0,203522,35251899.2,76067.6,0.689090909,26.93,2077.63,64.7,75,43,26,7.1
Groundnut,2018,Summer     ,Maharashtra,26839.0,35102,4353285.8,9393.65,1.436896552,26.93,2077.63,64.7,75,43,26,7.1
Jowar,2018,Kharif     ,Maharashtra,530306.0,429671,86015633.2,185607.1,0.718846154,26.93,2077.63,64.7,75,43,26,7.1
Jowar,2018,Rabi       ,Maharashtra,1908957.0,767530,309632825.4,668134.95,0.55,26.93,2077.63,64.7,75,43,26,7.1
Linseed,2018,Rabi       ,Maharashtra,7014.0,2732,1137670.8,2454.9,0.336363636,26.93,2077.63,64.7,75,43,26,7.1
Maize,2018,Kharif     ,Maharashtra,707963.0,1364959,114831598.6,247787.05,1.515,26.93,2077.63,64.7,75,43,26,7.1
Maize,2018,Rabi       ,Maharashtra,201409.0,379865,32668539.8,70493.15,1.349230769,26.93,2077.63,64.7,75,43,26,7.1
Maize,2018,Summer     ,Maharashtra,17135.0,20570,2779297.0,5997.25,1.0155,26.93,2077.63,64.7,75,43,26,7.1
Moong(Green Gram),2018,Kharif     ,Maharashtra,481049.0,203771,78026147.8,168367.15,0.366896552,26.93,2077.63,64.7,75,43,26,7.1
Niger seed,2018,Kharif     ,Maharashtra,10929.0,1336,1772683.8,3825.15,0.123076923,26.93,2077.63,64.7,75,43,26,7.1
Other  Rabi pulses,2018,Rabi       ,Maharashtra,109680.0,51185,17790096.0,38388.0,0.4368,26.93,2077.63,64.7,75,43,26,7.1
Other Cereals,2018,Kharif     ,Maharashtra,46642.0,21610,7565332.4,16324.7,0.400740741,26.93,2077.63,64.7,75,43,26,7.1
Other Cereals,2018,Rabi       ,Maharashtra,13043.0,4423,2115574.6,4565.05,0.405416667,26.93,2077.63,64.7,75,43,26,7.1
Other Cereals,2018,Summer     ,Maharashtra,12402.0,7309,2011604.4,4340.7,0.5,26.93,2077.63,64.7,75,43,26,7.1
Other Kharif pulses,2018,Kharif     ,Maharashtra,87264.0,41185,14154220.8,30542.4,0.395357143,26.93,2077.63,64.7,75,43,26,7.1
Other Summer Pulses,2018,Summer     ,Maharashtra,2030.0,648,329266.0,710.5,0.426363636,26.93,2077.63,64.7,75,43,26,7.1
Ragi,2018,Kharif     ,Maharashtra,80297.0,93472,13024173.4,28103.95,1.000833333,26.93,2077.63,64.7,75,43,26,7.1
Rapeseed &Mustard,2018,Rabi       ,Maharashtra,5738.0,1979,930703.6,2008.3,0.383636364,26.93,2077.63,64.7,75,43,26,7.1
Rice,2018,Kharif     ,Maharashtra,1417445.0,3143748,229909579.0,496105.75,1.657916667,26.93,2077.63,64.7,75,43,26,7.1
Rice,2018,Summer     ,Maharashtra,47541.0,132050,7711150.2,16639.35,2.755833333,26.93,2077.63,64.7,75,43,26,7.1
Safflower,2018,Rabi       ,Maharashtra,25122.0,11965,4074788.4,8792.7,0.446923077,26.93,2077.63,64.7,75,43,26,7.1
Sesamum,2018,Kharif     ,Maharashtra,36932.0,6270,5990370.4,12926.2,0.1896,26.93,2077.63,64.7,75,43,26,7.1
Sesamum,2018,Rabi       ,Maharashtra,875.0,96,141925.0,306.25,0.095454545,26.93,2077.63,64.7,75,43,26,7.1
Sesamum,2018,Summer     ,Maharashtra,1385.0,183,224647.0,484.75,0.20125,26.93,2077.63,64.7,75,43,26,7.1
Soyabean,2018,Kharif     ,Maharashtra,4075174.0,4610936,660993222.8,1426310.9,1.232857143,26.93,2077.63,64.7,75,43,26,7.1
Sugarcane,2018,Whole Year ,Maharashtra,1162836.0,89770489,188611999.2,406992.6,65.7037931,26.93,2077.63,64.7,75,43,26,7.1
Sunflower,2018,Kharif     ,Maharashtra,16026.0,2610,2599417.2,5609.1,0.113571429,26.93,2077.63,64.7,75,43,26,7.1
Sunflower,2018,Summer     ,Maharashtra,285.0,437,46227.0,99.75,1.25,26.93,2077.63,64.7,75,43,26,7.1
Tobacco,2018,Whole Year ,Maharashtra,460.0,803,74612.0,161.0,1.75,26.93,2077.63,64.7,75,43,26,7.1
Urad,2018,Kharif     ,Maharashtra,366614.0,154473,59464790.8,128314.9,0.41137931,26.93,2077.63,64.7,75,43,26,7.1
Wheat,2018,Rabi       ,Maharashtra,834423.25,1249407,135343451.1,292048.1375,1.388666667,26.93,2077.63,64.7,75,43,26,7.1
other oilseeds,2018,Summer     ,Maharashtra,83.0,15,13462.6,29.05,0.12,26.93,2077.63,64.7,75,43,26,7.1
Arhar/Tur,2018,Kharif     ,Manipur,534.0,560,86614.8,186.9,1.046666667,19.92,1486.52,80.21,58,17,37,5.9
Banana,2018,Whole Year ,Manipur,6584.0,91375,1067924.8,2304.4,13.71111111,19.92,1486.52,80.21,58,17,37,5.9
Cowpea(Lobia),2018,Kharif     ,Manipur,964.0,981,156360.8,337.4,1.052222222,19.92,1486.52,80.21,58,17,37,5.9
Dry chillies,2018,Whole Year ,Manipur,525.0,4044,85155.0,183.75,8.655,19.92,1486.52,80.21,58,17,37,5.9
Ginger,2018,Kharif     ,Manipur,5493.0,79657,890964.6,1922.55,12.255,19.92,1486.52,80.21,58,17,37,5.9
Gram,2018,Rabi       ,Manipur,849.0,786,137707.8,297.15,0.925555556,19.92,1486.52,80.21,58,17,37,5.9
Groundnut,2018,Kharif     ,Manipur,3216.0,2996,521635.2,1125.6,0.934444444,19.92,1486.52,80.21,58,17,37,5.9
Maize,2018,Kharif     ,Manipur,19160.0,41020,3107752.0,6706.0,2.253333333,19.92,1486.52,80.21,58,17,37,5.9
Maize,2018,Rabi       ,Manipur,7220.0,17140,1171084.0,2527.0,2.371111111,19.92,1486.52,80.21,58,17,37,5.9
Masoor,2018,Rabi       ,Manipur,758.0,700,122947.6,265.3,0.92,19.92,1486.52,80.21,58,17,37,5.9
Moong(Green Gram),2018,Kharif     ,Manipur,456.0,482,73963.2,159.6,1.053333333,19.92,1486.52,80.21,58,17,37,5.9
Other  Rabi pulses,2018,Rabi       ,Manipur,6298.0,5883,1021535.6,2204.3,0.928888889,19.92,1486.52,80.21,58,17,37,5.9
Other Kharif pulses,2018,Kharif     ,Manipur,1484.0,1551,240704.8,519.4,1.038888889,19.92,1486.52,80.21,58,17,37,5.9
Peas & beans (Pulses),2018,Rabi       ,Manipur,18345.0,17191,2975559.0,6420.75,0.93,19.92,1486.52,80.21,58,17,37,5.9
Potato,2018,Whole Year ,Manipur,15550.0,128070,2522210.0,5442.5,8.283333333,19.92,1486.52,80.21,58,17,37,5.9
Rapeseed &Mustard,2018,Rabi       ,Manipur,29530.0,24800,4789766.0,10335.5,0.845555556,19.92,1486.52,80.21,58,17,37,5.9
Rice,2018,Kharif     ,Manipur,233500.0,602430,37873700.0,81725.0,2.232222222,19.92,1486.52,80.21,58,17,37,5.9
Soyabean,2018,Kharif     ,Manipur,4904.0,4415,795428.8,1716.4,0.903333333,19.92,1486.52,80.21,58,17,37,5.9
Sugarcane,2018,Whole Year ,Manipur,5450.0,315070,883990.0,1907.5,54.30666667,19.92,1486.52,80.21,58,17,37,5.9
Turmeric,2018,Whole Year ,Manipur,2504.0,30325,406148.8,876.4,12.485,19.92,1486.52,80.21,58,17,37,5.9
Urad,2018,Kharif     ,Manipur,1372.0,1379,222538.4,480.2,1.035555556,19.92,1486.52,80.21,58,17,37,5.9
Wheat,2018,Rabi       ,Manipur,2290.0,5730,371438.0,801.5,2.395555556,19.92,1486.52,80.21,58,17,37,5.9
Arhar/Tur,2018,Kharif     ,Mizoram,283.0,290,45902.6,99.05,1.147142857,22.16,2814.98,84.65,54,15,34,5.7
Arhar/Tur,2018,Rabi       ,Mizoram,46.0,41,7461.2,16.1,0.89,22.16,2814.98,84.65,54,15,34,5.7
Cotton(lint),2018,Kharif     ,Mizoram,43.0,24,6974.6,15.05,0.573333333,22.16,2814.98,84.65,54,15,34,5.7
Cowpea(Lobia),2018,Kharif     ,Mizoram,1053.0,2118,170796.6,368.55,1.53125,22.16,2814.98,84.65,54,15,34,5.7
Cowpea(Lobia),2018,Rabi       ,Mizoram,96.0,176,15571.2,33.6,2.1025,22.16,2814.98,84.65,54,15,34,5.7
Maize,2018,Kharif     ,Mizoram,5733.0,10300,929892.6,2006.55,1.79125,22.16,2814.98,84.65,54,15,34,5.7
Maize,2018,Rabi       ,Mizoram,430.0,670,69746.0,150.5,1.643333333,22.16,2814.98,84.65,54,15,34,5.7
Onion,2018,Rabi       ,Mizoram,19.0,64,3081.8,6.65,4.2925,22.16,2814.98,84.65,54,15,34,5.7
Other  Rabi pulses,2018,Rabi       ,Mizoram,1475.0,2290,239245.0,516.25,1.6025,22.16,2814.98,84.65,54,15,34,5.7
Other Kharif pulses,2018,Kharif     ,Mizoram,716.0,974,116135.2,250.6,1.34625,22.16,2814.98,84.65,54,15,34,5.7
Potato,2018,Kharif     ,Mizoram,61.0,253,9894.2,21.35,3.94,22.16,2814.98,84.65,54,15,34,5.7
Potato,2018,Rabi       ,Mizoram,73.0,256,11840.6,25.55,3.823333333,22.16,2814.98,84.65,54,15,34,5.7
Rapeseed &Mustard,2018,Kharif     ,Mizoram,25.0,15,4055.0,8.75,0.68,22.16,2814.98,84.65,54,15,34,5.7
Rapeseed &Mustard,2018,Rabi       ,Mizoram,504.0,396,81748.8,176.4,0.74,22.16,2814.98,84.65,54,15,34,5.7
Rice,2018,Autumn     ,Mizoram,18957.0,23372,3074825.4,6634.95,1.215,22.16,2814.98,84.65,54,15,34,5.7
Rice,2018,Kharif     ,Mizoram,16133.0,35678,2616772.6,5646.55,2.1975,22.16,2814.98,84.65,54,15,34,5.7
Rice,2018,Rabi       ,Mizoram,460.0,960,74612.0,161.0,2.115,22.16,2814.98,84.65,54,15,34,5.7
Sesamum,2018,Kharif     ,Mizoram,770.0,594,124894.0,269.5,0.785,22.16,2814.98,84.65,54,15,34,5.7
Soyabean,2018,Kharif     ,Mizoram,1012.0,1752,164146.4,354.2,1.465,22.16,2814.98,84.65,54,15,34,5.7
Sugarcane,2018,Whole Year ,Mizoram,1462.0,44260,237136.4,511.7,25.81,22.16,2814.98,84.65,54,15,34,5.7
Tapioca,2018,Kharif     ,Mizoram,154.0,1795,24978.8,53.9,11.022,22.16,2814.98,84.65,54,15,34,5.7
Tobacco,2018,Kharif     ,Mizoram,340.0,418,55148.0,119.0,1.0675,22.16,2814.98,84.65,54,15,34,5.7
Arhar/Tur,2018,Kharif     ,Nagaland,3210.0,2920,520662.0,1123.5,0.907272727,18.02,1709.04,77.96,56,16,36,5.8
Bajra,2018,Kharif     ,Nagaland,710.0,720,115162.0,248.5,0.995454545,18.02,1709.04,77.96,56,16,36,5.8
Barley,2018,Rabi       ,Nagaland,560.0,580,90832.0,196.0,1.033636364,18.02,1709.04,77.96,56,16,36,5.8
Castor seed,2018,Kharif     ,Nagaland,360.0,240,58392.0,126.0,0.605555556,18.02,1709.04,77.96,56,16,36,5.8
Cotton(lint),2018,Kharif     ,Nagaland,130.0,80,21086.0,45.5,0.615,18.02,1709.04,77.96,56,16,36,5.8
Cowpea(Lobia),2018,Kharif     ,Nagaland,550.0,810,89210.0,192.5,1.473333333,18.02,1709.04,77.96,56,16,36,5.8
Ginger,2018,Kharif     ,Nagaland,3960.0,36230,642312.0,1386.0,9.151818182,18.02,1709.04,77.96,56,16,36,5.8
Gram,2018,Rabi       ,Nagaland,760.0,640,123272.0,266.0,0.834545455,18.02,1709.04,77.96,56,16,36,5.8
Groundnut,2018,Kharif     ,Nagaland,1010.0,1050,163822.0,353.5,1.031818182,18.02,1709.04,77.96,56,16,36,5.8
Horse-gram,2018,Kharif     ,Nagaland,540.0,580,87588.0,189.0,1.041818182,18.02,1709.04,77.96,56,16,36,5.8
Jowar,2018,Kharif     ,Nagaland,280.0,270,45416.0,98.0,0.966,18.02,1709.04,77.96,56,16,36,5.8
Jute,2018,Kharif     ,Nagaland,3080.0,5870,499576.0,1078.0,1.9025,18.02,1709.04,77.96,56,16,36,5.8
Linseed,2018,Rabi       ,Nagaland,5850.0,4760,948870.0,2047.5,0.810909091,18.02,1709.04,77.96,56,16,36,5.8
Maize,2018,Kharif     ,Nagaland,63710.0,126270,10333762.0,22298.5,1.981818182,18.02,1709.04,77.96,56,16,36,5.8
Maize,2018,Rabi       ,Nagaland,5360.0,10630,869392.0,1876.0,1.983333333,18.02,1709.04,77.96,56,16,36,5.8
Masoor,2018,Rabi       ,Nagaland,2180.0,1790,353596.0,763.0,0.822222222,18.02,1709.04,77.96,56,16,36,5.8
Mesta,2018,Kharif     ,Nagaland,1930.0,2130,313046.0,675.5,1.090909091,18.02,1709.04,77.96,56,16,36,5.8
Moong(Green Gram),2018,Kharif     ,Nagaland,480.0,500,77856.0,168.0,1.026666667,18.02,1709.04,77.96,56,16,36,5.8
Niger seed,2018,Kharif     ,Nagaland,33050.0,37020,5360710.0,11567.5,1.089090909,18.02,1709.04,77.96,56,16,36,5.8
Niger seed,2018,Rabi       ,Nagaland,35640.0,33980,5780808.0,12474.0,0.96,18.02,1709.04,77.96,56,16,36,5.8
Other  Rabi pulses,2018,Rabi       ,Nagaland,10780.0,13730,1748516.0,3773.0,1.278888889,18.02,1709.04,77.96,56,16,36,5.8
Other Cereals,2018,Kharif     ,Nagaland,1270.0,1320,205994.0,444.5,1.041111111,18.02,1709.04,77.96,56,16,36,5.8
Other Cereals,2018,Rabi       ,Nagaland,450.0,460,72990.0,157.5,1.011818182,18.02,1709.04,77.96,56,16,36,5.8
Other Kharif pulses,2018,Kharif     ,Nagaland,11120.0,13590,1803664.0,3892.0,1.206,18.02,1709.04,77.96,56,16,36,5.8
Peas & beans (Pulses),2018,Kharif     ,Nagaland,2310.0,3150,374682.0,808.5,1.361,18.02,1709.04,77.96,56,16,36,5.8
Peas & beans (Pulses),2018,Rabi       ,Nagaland,7270.0,8010,1179194.0,2544.5,1.101818182,18.02,1709.04,77.96,56,16,36,5.8
Potato,2018,Rabi       ,Nagaland,7520.0,75240,1219744.0,2632.0,9.993636364,18.02,1709.04,77.96,56,16,36,5.8
Ragi,2018,Kharif     ,Nagaland,350.0,340,56770.0,122.5,0.982857143,18.02,1709.04,77.96,56,16,36,5.8
Rapeseed &Mustard,2018,Rabi       ,Nagaland,27470.0,27800,4455634.0,9614.5,1.011818182,18.02,1709.04,77.96,56,16,36,5.8
Rice,2018,Kharif     ,Nagaland,208990.0,519600,33898178.0,73146.5,2.444545455,18.02,1709.04,77.96,56,16,36,5.8
Rice,2018,Rabi       ,Nagaland,5460.0,15440,885612.0,1911.0,2.8275,18.02,1709.04,77.96,56,16,36,5.8
Sesamum,2018,Kharif     ,Nagaland,3700.0,2260,600140.0,1295.0,0.611818182,18.02,1709.04,77.96,56,16,36,5.8
Small millets,2018,Kharif     ,Nagaland,8820.0,9970,1430604.0,3087.0,1.17,18.02,1709.04,77.96,56,16,36,5.8
Soyabean,2018,Kharif     ,Nagaland,25110.0,31640,4072842.0,8788.5,1.253636364,18.02,1709.04,77.96,56,16,36,5.8
Sugarcane,2018,Kharif     ,Nagaland,4440.0,193180,720168.0,1554.0,43.50181818,18.02,1709.04,77.96,56,16,36,5.8
Sunflower,2018,Kharif     ,Nagaland,360.0,320,58392.0,126.0,0.898333333,18.02,1709.04,77.96,56,16,36,5.8
Sunflower,2018,Rabi       ,Nagaland,2320.0,1420,376304.0,812.0,0.614,18.02,1709.04,77.96,56,16,36,5.8
Sweet potato,2018,Kharif     ,Nagaland,1840.0,15660,298448.0,644.0,8.510909091,18.02,1709.04,77.96,56,16,36,5.8
Tapioca,2018,Kharif     ,Nagaland,2620.0,53080,424964.0,917.0,20.26454545,18.02,1709.04,77.96,56,16,36,5.8
Urad,2018,Rabi       ,Nagaland,830.0,680,134626.0,290.5,0.810909091,18.02,1709.04,77.96,56,16,36,5.8
Wheat,2018,Rabi       ,Nagaland,3420.0,6260,554724.0,1197.0,1.83,18.02,1709.04,77.96,56,16,36,5.8
other oilseeds,2018,Kharif     ,Nagaland,2510.0,1510,407122.0,878.5,0.602222222,18.02,1709.04,77.96,56,16,36,5.8
Arhar/Tur,2018,Kharif     ,Punjab,2300.0,2400,373060.0,805.0,1.04125,23.57,1425.82,53.02,150,50,40,8.0
Bajra,2018,Kharif     ,Punjab,1100.0,700,178420.0,385.0,0.8,23.57,1425.82,53.02,150,50,40,8.0
Barley,2018,Rabi       ,Punjab,6800.0,25500,1102960.0,2380.0,3.77,23.57,1425.82,53.02,150,50,40,8.0
Cotton(lint),2018,Kharif     ,Punjab,267900.0,1222800,43453380.0,93765.0,4.273333333,23.57,1425.82,53.02,150,50,40,8.0
Gram,2018,Rabi       ,Punjab,1900.0,2500,308180.0,665.0,1.2325,23.57,1425.82,53.02,150,50,40,8.0
Groundnut,2018,Kharif     ,Punjab,1300.0,2600,210860.0,455.0,2.0,23.57,1425.82,53.02,150,50,40,8.0
Guar seed,2018,Kharif     ,Punjab,20400.0,16900,3308880.0,7140.0,1.086666667,23.57,1425.82,53.02,150,50,40,8.0
Maize,2018,Kharif     ,Punjab,109200.0,395900,17712240.0,38220.0,3.54625,23.57,1425.82,53.02,150,50,40,8.0
Masoor,2018,Rabi       ,Punjab,700.0,500,113540.0,245.0,0.6875,23.57,1425.82,53.02,150,50,40,8.0
Moong(Green Gram),2018,Kharif     ,Punjab,3200.0,2700,519040.0,1120.0,0.882727273,23.57,1425.82,53.02,150,50,40,8.0
Moong(Green Gram),2018,Rabi       ,Punjab,16300.0,14100,2643860.0,5705.0,0.853181818,23.57,1425.82,53.02,150,50,40,8.0
Peas & beans (Pulses),2018,Rabi       ,Punjab,3400.0,4400,551480.0,1190.0,1.257777778,23.57,1425.82,53.02,150,50,40,8.0
Rapeseed &Mustard,2018,Rabi       ,Punjab,30500.0,46500,4947100.0,10675.0,1.476818182,23.57,1425.82,53.02,150,50,40,8.0
Rice,2018,Kharif     ,Punjab,3103000.0,12822000,503306600.0,1086050.0,4.011818182,23.57,1425.82,53.02,150,50,40,8.0
Sesamum,2018,Kharif     ,Punjab,2900.0,800,470380.0,1015.0,0.34125,23.57,1425.82,53.02,150,50,40,8.0
Sugarcane,2018,Whole Year ,Punjab,95000.0,7774000,15409000.0,33250.0,81.23666667,23.57,1425.82,53.02,150,50,40,8.0
Sunflower,2018,Rabi       ,Punjab,5000.0,9700,811000.0,1750.0,1.8875,23.57,1425.82,53.02,150,50,40,8.0
Urad,2018,Kharif     ,Punjab,2000.0,1100,324400.0,700.0,0.7,23.57,1425.82,53.02,150,50,40,8.0
Wheat,2018,Rabi       ,Punjab,3520000.0,18262000,570944000.0,1232000.0,5.068636364,23.57,1425.82,53.02,150,50,40,8.0
Arhar/Tur,2018,Kharif     ,Telangana,295753.0,191176,47971136.6,103513.55,0.7115625,26.52,551.12,53.79,77,48,24,7.0
Arhar/Tur,2018,Rabi       ,Telangana,360.0,221,58392.0,126.0,0.675384615,26.52,551.12,53.79,77,48,24,7.0
Bajra,2018,Kharif     ,Telangana,519.0,258,84181.8,181.65,0.455714286,26.52,551.12,53.79,77,48,24,7.0
Bajra,2018,Rabi       ,Telangana,7459.0,3706,1209849.8,2610.65,0.25,26.52,551.12,53.79,77,48,24,7.0
Banana,2018,Kharif     ,Telangana,1518.0,93466,246219.6,531.3,61.47185185,26.52,551.12,53.79,77,48,24,7.0
Cashewnut,2018,Kharif     ,Telangana,1509.0,371,244759.8,528.15,0.246666667,26.52,551.12,53.79,77,48,24,7.0
Castor seed,2018,Kharif     ,Telangana,19489.0,14853,3161115.8,6821.15,0.724,26.52,551.12,53.79,77,48,24,7.0
Castor seed,2018,Rabi       ,Telangana,463.0,304,75098.6,162.05,0.785555556,26.52,551.12,53.79,77,48,24,7.0
Coriander,2018,Kharif     ,Telangana,7.0,7,1135.4,2.45,1.0,26.52,551.12,53.79,77,48,24,7.0
Coriander,2018,Rabi       ,Telangana,1005.0,1004,163011.0,351.75,0.992727273,26.52,551.12,53.79,77,48,24,7.0
Cotton(lint),2018,Kharif     ,Telangana,1839735.0,3847336,298405017.0,643907.25,2.184375,26.52,551.12,53.79,77,48,24,7.0
Cowpea(Lobia),2018,Kharif     ,Telangana,1310.0,1045,212482.0,458.5,0.81,26.52,551.12,53.79,77,48,24,7.0
